-419190.467846,-625837.086733,462077.683581,3045503.367124,-2066339.767327,-574417.719788,-645789.341024,-32014.775071,490249.819955,-1798263.253029,-81910.414216,1674463.228980,-210524.919958,-6262.151246,-297772.200892,1460112.120237,1801168.287952,0.000000,0.000000,0.000000,-683234.705296,616572.341315,678746.985694
-1492742.995732,-938191.149677,611864.011681,5069621.039249,-4039399.587486,-265355.843142,-564867.468823,-1049050.636111,1382734.405503,-2955457.618008,1275204.305761,1356947.995027,-63730.468170,77870.844157,-211055.439386,1308356.822094,1350740.534936,0.000000,0.000000,0.000000,-571194.474277,519112.319392,545664.752487
31494292.869570,67640206.253363,-75632925.012314,-222409223.376707,216026739.225687,10236733.574466,23674012.278106,46229896.277062,-57455762.477428,150295909.673808,-113388517.165824,6678752.237521,-34335744.711565,17062599.152414,-5567720.778117,-5413587.898193,-75511322.746651,0.000000,0.000000,0.000000,47235863.846007,-42752667.703869,-47039724.752975
36547913.430916,66386240.038451,-71556348.729424,-224848091.070829,212995150.555714,11826765.052122,25250253.697374,44016285.388044,-56655044.379842,149962473.359326,-106514405.804379,-3653544.448699,-29359357.855922,15836563.196732,-3588073.581310,-9042601.979732,-81293900.058378,0.000000,0.000000,0.000000,46138994.694381,-41736533.728060,-45750379.243154
29362770.997951,79765675.745413,-85903837.775210,-271937952.203429,251690100.620570,20074616.331220,34027419.732540,44790839.667983,-63385450.088104,179405290.014778,-114473284.520633,-10088298.980127,-39187243.206610,20033057.013928,-2941396.150060,-29368102.296249,-103430728.582447,0.000000,0.000000,0.000000,63521277.195221,-57327653.163954,-63665733.134917
-2102774.782057,91531883.255173,-116258957.971480,-268274850.270043,284948467.754739,8414174.159202,23994122.517497,61396710.803865,-70126698.176456,188958234.110468,-168553346.864383,64091501.465972,-75708014.727547,29729902.505645,-17779437.085743,-9434287.789959,-63576818.334400,0.000000,0.000000,0.000000,78475913.726460,-71132973.476173,-80352649.460833
-15940441.696621,89460415.656720,-107668116.600567,-262696951.459889,271050709.795984,12060929.183880,26425300.339609,42727336.670136,-53499262.430154,177725412.534563,-151098341.118467,70811882.115030,-85051737.091030,35221011.865333,-20361712.060489,-28469321.990785,-66841744.105900,0.000000,0.000000,0.000000,98993897.841204,-89503124.841626,-102437023.658615
9958008.516523,50475927.667423,-65053822.924821,-152547786.241908,170160614.065163,-4705489.370351,8594293.177107,40103126.961885,-39133854.526432,106773280.226054,-115913367.135326,55693492.065118,-42570870.543934,17607833.380319,-14497354.813842,1294264.067442,-19021348.265794,0.000000,0.000000,0.000000,54882325.734156,-50337073.459496,-57015967.733271
-439875.341937,51125133.130076,-71151719.192687,-144307544.618023,171715277.306248,-7336479.226189,5019023.804539,46633432.729912,-43198201.410721,105379061.273617,-126093811.282720,72393080.287979,-51051889.553898,18354629.350786,-17068667.092748,11921799.257881,-7481861.671559,0.000000,0.000000,0.000000,49273935.884390,-45162854.504218,-51281707.131683
16819541.471816,50928900.838499,-76388250.201273,-123936097.124606,168753341.607474,-16510588.086560,-2016025.225922,57081698.994857,-47301661.329151,100415185.138476,-140610055.422700,78140350.149428,-40853201.613275,14303644.905657,-18741888.962301,23489107.671649,17562288.343963,0.000000,0.000000,0.000000,37351054.241520,-34906748.480198,-38730463.380281
-1521642.863490,43012221.028816,-63354239.816234,-107283565.066026,136992040.252877,-7115398.392578,3273659.122197,34804622.357399,-30541206.059018,83044761.063060,-100753824.685653,58434509.922821,-37776257.249165,13795178.526667,-14596993.233720,-10261119.352683,9171601.442834,0.000000,0.000000,0.000000,48496520.381190,-44831600.862397,-50923369.760404
-186490.301536,38157626.057421,-57404970.362444,-92167659.222008,120433190.757022,-6694380.881598,2445519.172442,32095231.182905,-27982729.139526,73286712.427840,-90381056.780116,50850674.197885,-31736375.753226,11612068.325591,-12612977.468219,-6063343.831430,8620370.466954,0.000000,0.000000,0.000000,40197830.395116,-37250069.727582,-42150507.823204
-3251832.811065,40023870.105641,-58510594.466183,-100717597.851036,124787726.078067,-3666660.922832,5159295.671658,29185192.640866,-27144379.555236,77554383.963797,-86710907.682694,46155901.257204,-32965610.342361,12414692.169500,-11837250.288718,-15048129.273601,2203802.584763,0.000000,0.000000,0.000000,45604382.480530,-42099496.437869,-47805352.793652
39158960.691389,-4901298.367829,13150494.759665,-13030802.914470,-1988161.424239,-30233.463229,3886602.903504,-754416.520021,-1144274.149689,4172813.598104,12995134.431039,-44380944.897449,32624638.026148,-8750836.847414,8300252.133096,-16085065.284497,-11468001.613199,0.000000,0.000000,0.000000,-1909689.602019,1040255.907410,2400524.779020
27598823.705668,-5137254.444292,6774354.345307,554670.096567,-2968500.527411,-3902191.187915,-1143021.923698,7411940.072102,-5848551.228447,387841.117364,1094049.832229,-24092906.056852,23493775.084833,-8317531.097904,5235954.696397,-1204450.686340,4099730.125049,0.000000,0.000000,0.000000,-10582324.312802,8993345.785103,11311985.903207
-12663995.409341,17463302.207601,-26423745.437809,-39436539.720284,52211748.941526,-1499520.733274,1127935.609021,11734735.856713,-10438650.605587,30607671.842358,-38691391.404819,32167440.953930,-23662441.404505,7786000.845080,-7388534.806711,-3239795.349321,4365221.297748,0.000000,0.000000,0.000000,20664170.755428,-18826719.842380,-21822728.367313
