0.368130,0.333591,0.977494,-1.791261,-0.960065,0.241931,-0.705516,-0.880091,2.567047,0.828941,1.033177,-0.781049,-2.020459,1.111343,2.720452,-2.580930,-2.054056,0.076030,-2.444344,-0.330039,-1.199650,2.783473,-1.722621,-1.751140,1.228498,-2.513720,-2.352976,1.676653,0.826070,1.418317,-0.436062,1.539756,-1.286939,3.015615,-1.397897,0.086694,1.645140,-1.129532,-2.945808,-3.015074,-1.012407,-0.020457,2.116469,1.140098,-0.473326,-1.442292,-1.555984,-1.595773,-3.318434,0.840521,-3.191168,0.267492,-1.232359,-1.655653,0.577907,0.104747,1.362644,-0.162385,-2.000289,-0.787378,-0.277750,0.082663,1.629263,1.625548,-0.953382,-1.043702,0.396715,3.215476,-0.607632,-0.635929,-0.169517,1.749441,-0.234883,0.132017,0.546540,-0.501583,0.404758,0.224255,0.636033,-3.128481,1.847040,2.121537,-1.010090,1.500126,1.041537,-0.674729,-0.369101,-2.500670,-0.801680,1.932091,-1.966129,0.175503,-1.906173,-0.129860,-1.290365,0.052871,0.295050,-0.268546,0.502415,0.503541,-0.653408,-0.386574,-0.849525,-0.909225,0.956763,-1.274005,-0.075852,0.036184,-0.435327,-0.490671,0.132728,-1.899325,0.756312,1.557169,0.289637,0.605823,0.618736,1.853658,-1.373619,0.188684,-1.837842,3.297045,-4.558740,-4.643182,-3.280391,-1.577988,-1.964860,-1.802576,-1.816342,-1.389384,-0.432462,0.254712,1.735827,-1.367438,-2.109929,-0.632042,-2.074535,1.602665,0.521642,-0.154048,-4.051816,-1.723959,0.529031,0.030263,-0.664323,-1.777422,-0.948778,-1.834016,-3.292977,-0.989598,-1.322087,0.148052,-1.638382,-0.818010,1.308321
0.333591,1.140982,1.469029,0.461350,-0.700316,-0.530846,-2.740959,0.447087,-0.892587,-0.429516,0.432563,-0.166788,0.263835,1.335070,-0.618167,-0.981771,1.092690,-0.559801,0.444586,0.143839,-0.859372,0.979257,-0.815571,-2.583162,2.016149,-1.854627,0.729905,-1.003772,-1.174580,0.510898,-0.660915,1.677869,-2.359109,0.517663,-0.466339,0.537528,1.416854,0.176838,-1.484851,-0.898955,0.786448,0.089966,-0.564356,0.688070,1.488752,0.592748,1.836366,-1.223083,2.194567,-0.835869,-0.834459,-1.730294,1.166592,-0.798431,-0.173649,2.052072,1.227008,0.235775,0.116596,-0.726121,-0.683500,-0.759341,-0.040906,2.716127,-0.351107,-1.961505,-1.150515,-0.305365,0.033429,-0.699825,0.719354,1.208093,-0.778619,-1.219996,0.897649,0.160438,-0.306237,-0.234538,0.967523,-0.225119,-1.053513,-0.176983,-0.041883,-1.439716,-1.409766,-0.767598,0.400731,0.177138,-0.979740,1.400276,0.849524,0.118341,-1.722917,-0.593078,-0.118650,-2.181706,0.006002,-0.587419,0.591178,-0.404140,0.548426,1.158918,0.787416,1.337041,-0.132243,-1.411183,-0.934143,-0.178250,0.188989,-1.094181,0.069860,1.633709,-0.943508,-0.148027,-0.853060,1.922075,-1.202048,1.022931,1.223802,1.751790,0.871287,2.550520,1.226019,4.736971,6.343634,2.032992,3.029653,-0.704336,-1.368805,-0.041715,0.772670,0.625404,0.295932,-1.047734,-0.442050,0.960252,0.155788,1.010118,-0.221293,-0.516887,0.368780,-0.315188,-0.539955,0.852343,-0.495220,-0.709588,-1.081740,-0.252903,2.543018,0.549611,0.083014,1.023065,0.010675,1.330229,0.060627
0.977494,1.469029,3.409747,1.755398,-0.927059,-0.929459,-4.100558,-0.978431,-2.086574,0.018640,1.330048,0.463531,-1.349025,1.082335,-1.308343,-1.342556,2.419198,-0.460365,1.456719,1.484132,0.848195,0.354886,-2.352891,-3.302185,2.356821,-3.254658,2.121263,-2.747553,-0.782833,1.543322,2.857628,2.951224,-1.028401,-3.022980,-1.088474,0.398614,2.073388,0.245881,-1.870201,-0.290242,1.566144,0.349870,0.902206,1.042723,2.561180,0.317288,4.577810,-1.487309,2.594863,-1.831374,-0.680496,-1.290916,1.782491,-1.427536,-2.404599,3.135029,1.371523,1.862942,1.368725,-0.399930,0.535046,-1.331764,1.223854,1.881041,-2.802329,-2.532896,-4.349614,-0.247573,0.883913,-1.815349,1.980749,0.473287,-1.278948,-0.936926,0.620857,0.609302,-1.668518,0.786339,2.315440,1.241136,-2.913048,-0.260610,-1.149299,-0.170263,-0.417596,-0.007380,-0.161203,0.762147,-1.797628,2.328450,0.787264,-0.218120,-2.479317,-0.094515,0.495545,-5.911639,-0.041801,-0.615687,0.194251,1.335951,0.915935,2.524098,1.514985,1.883542,-0.099599,-2.216031,-1.453520,0.846565,-1.179582,-2.341640,0.666858,4.075398,-0.707185,-3.089445,-0.658970,2.699490,-0.699725,0.877112,3.213672,2.104518,0.959674,4.815092,1.332276,7.061933,8.332777,4.523910,8.466778,-3.969559,-0.264896,2.086609,0.729219,1.782694,-0.581406,-0.387845,1.308652,2.238460,0.259204,2.515216,0.920575,-0.061641,0.764175,-0.314776,0.205213,1.445498,-1.544919,-0.991793,-3.279482,-2.919365,3.678029,4.136416,0.502422,1.625667,-1.078035,1.577779,-0.983003
-1.791261,0.461350,1.755398,2.382007,0.746038,-2.335833,-0.957225,0.759097,-3.392868,-0.513356,0.027822,-0.540474,3.261388,-1.235898,-2.559123,1.015401,2.843537,-2.098852,3.582468,0.738804,0.520176,-0.776681,1.263859,-1.356764,1.643438,0.293177,1.288293,-2.059083,-3.933297,-0.105022,-0.359396,0.491313,-2.947415,-1.968376,0.133028,0.469139,-1.481224,0.607436,1.263494,2.979162,1.931639,0.256100,-3.341887,-1.360842,2.455502,1.110504,2.552480,-0.778424,3.804519,-2.145871,0.443895,-1.359296,1.051299,-1.118051,0.278046,2.259887,0.282068,-1.126600,1.895662,0.231099,1.095665,-1.461886,-1.946978,0.876307,0.892465,-0.826882,-1.356581,-2.398575,0.410989,-0.350316,-0.465597,0.662760,-0.590526,-1.102029,2.141867,1.038143,-0.505823,-0.227464,0.442888,2.100622,-2.392536,-0.490052,1.566364,-2.933406,-2.442494,-0.348053,0.923160,1.697450,-0.528743,-0.923894,1.781140,0.160604,-0.782305,-0.443676,0.828461,-0.484488,0.501314,-1.050210,0.685396,0.365473,0.929042,0.874592,1.739923,1.395031,0.371469,-1.016729,-0.355617,0.164219,1.055418,-2.256502,-1.087602,2.551502,-1.553799,-1.437206,-1.983316,2.196398,-2.352191,-1.613684,0.715152,1.019920,2.223032,-0.712482,4.163891,11.127078,6.757107,3.297496,7.089143,1.298260,0.767852,0.789933,1.129089,-0.920652,-0.834772,1.896803,-1.881321,-1.659990,2.138551,-0.317833,-0.457265,-1.314028,4.668937,2.619568,-1.158948,0.023398,1.036909,-1.297214,0.224232,2.069425,5.311530,2.528322,1.755756,0.626379,0.273371,0.886498,1.065887
-0.960065,-0.700316,-0.927059,0.746038,-0.098053,1.990362,-2.577796,2.524258,-3.722597,-1.786175,-1.335597,-0.743732,0.573052,1.362526,-3.070467,1.152418,1.963809,0.254495,3.655651,-1.691463,1.305532,-0.338132,-0.062805,-1.529050,1.418657,-0.376554,3.661378,-2.548666,-3.664733,-1.950033,-1.431392,1.434525,-2.914186,-0.005214,1.987552,0.155922,2.026409,1.182012,-1.324713,0.957259,2.152755,0.043226,-3.841250,0.629792,2.010486,1.883570,2.966372,0.533152,8.455091,-0.791595,1.264128,-3.014114,4.344277,0.315116,0.234077,2.074928,-0.356244,-0.355421,2.658705,0.229374,-0.733342,-0.830642,-4.173332,4.432176,1.387696,-2.961665,0.297224,-3.104815,1.308034,-0.008415,0.488786,0.930202,-1.171398,-3.609297,-0.359476,-0.348539,-0.694430,-0.974138,-1.237371,3.477020,0.029595,-1.295623,1.936727,-4.987295,-4.318257,-0.932957,2.950991,3.192604,-0.078717,1.989410,3.159173,0.287063,-0.689491,0.387410,0.404924,-1.775181,-0.697988,-1.334889,1.795099,-0.314738,1.061306,1.205077,2.493421,2.219573,-0.992119,-0.034052,0.094687,-0.178608,2.571756,-1.562793,-0.890609,3.933775,-1.332838,-0.128634,-2.722190,2.746886,-3.334861,-0.294467,2.778253,2.317428,3.513577,1.568196,7.571953,11.461017,11.707454,2.431879,6.359146,1.517236,0.062105,0.664290,1.801254,1.243159,-0.239947,-3.145722,4.036274,4.272345,2.662580,0.909753,-1.064484,0.706947,7.965188,0.971173,0.191429,1.156332,0.834603,2.564965,0.613141,3.715526,7.516556,1.617768,1.809425,-1.073395,4.067383,2.919580,-2.109232
0.241931,-0.530846,-0.929459,-2.335833,1.990362,3.118848,1.418546,1.519201,3.072367,2.650127,-2.832696,1.089146,-2.742893,0.854113,0.776625,-1.671059,-2.987307,0.666151,0.425305,-1.780355,-0.558025,-0.740990,-2.001997,1.078711,2.434537,4.167771,1.679285,-0.958626,-1.607806,-1.374777,-0.022074,0.011768,2.051792,2.317790,-0.556311,-1.129319,-1.381659,1.685968,-3.627751,-1.642609,-0.868479,0.023721,-1.913596,-0.292547,-0.050223,0.209436,-1.198610,0.908053,-0.255569,1.028486,0.245127,-2.216855,1.097447,1.852313,1.976347,-3.327548,-3.022224,-3.019851,-2.386032,-0.372709,-1.166313,1.549411,-1.532489,1.751793,3.563013,-0.620892,3.175769,-2.139949,-0.338571,1.561109,-0.351899,-1.232947,-0.543489,-1.611174,-0.646281,-0.518354,0.459800,-1.335891,-1.376077,-1.148785,1.161523,1.171603,2.288899,-0.104256,-1.857181,0.296422,1.857672,0.208607,-0.866523,1.328280,0.323193,1.104397,-0.383538,-0.343916,-1.834225,2.563682,0.158989,0.673133,0.878793,0.655842,-1.486769,-1.690758,-0.455217,-1.223615,0.214805,1.925671,2.619356,-0.884012,3.569424,2.423970,-0.158086,-2.778698,0.357617,3.929224,-2.468345,-1.045129,0.644573,-0.018905,-0.846302,1.054238,0.554833,-3.822489,3.017142,-0.173607,-0.916033,-2.397427,-0.040476,-3.322534,0.469620,-0.220434,-2.138729,0.945148,0.809917,-3.349431,3.123450,3.449713,-1.750607,0.263685,-2.023232,3.148932,-7.568541,-3.651084,0.741617,-0.639477,-0.723137,2.930741,0.341557,-2.437410,-0.793235,-2.788266,-0.015490,-3.145179,-5.431564,-2.182952,-2.952545
-0.705516,-2.740959,-4.100558,-0.957225,-2.577796,1.418546,3.832066,-2.206807,1.515763,0.073107,2.547288,0.194496,-5.211753,-3.576873,1.249794,0.236294,-3.772977,2.852280,-1.106347,-0.686198,4.513621,-1.592645,-2.230013,3.552312,-2.440307,1.639278,-0.409582,0.777754,5.602811,-0.716614,6.247597,0.385782,8.095729,-4.867749,0.541116,-2.088206,-1.430867,0.088842,3.610728,-1.207127,-3.777186,-1.225680,4.842684,2.126919,-2.544533,-0.933813,-0.507178,3.860116,-2.572732,2.961111,4.218356,5.550762,0.390527,3.196785,-3.169676,-5.312874,-2.116691,1.831620,-1.369947,2.550835,1.603415,0.973022,0.329572,-6.162557,-0.496686,0.486357,-1.482180,0.534603,-1.038192,1.290608,0.933230,-4.140010,2.357933,2.351048,-2.983521,-0.135019,-0.721943,0.269378,-1.949523,1.761300,1.240250,-1.913320,-1.092801,4.562780,2.951582,2.526566,-1.520922,1.472754,1.665991,-2.078209,-4.707241,-1.442219,2.699522,2.698694,-1.203000,-0.692777,-1.618005,0.567372,-2.848099,1.080979,-2.921253,-1.716025,-1.717021,-3.388950,-0.732881,1.900201,0.664786,1.075067,-1.755040,2.592281,-0.207137,-0.914915,2.078658,-3.739349,1.547194,-5.072640,3.154290,-0.858047,0.607375,-3.463449,-1.312739,-0.680633,-0.789689,-11.620469,-11.978021,-1.658142,2.729785,1.543027,1.788030,1.091638,-0.799485,3.032969,-0.688646,3.531468,5.705608,1.959784,0.675306,0.899048,1.700508,2.412607,-4.473916,1.624538,2.176848,0.033545,1.902065,3.647978,-1.442743,3.565818,-5.588286,4.366388,0.905888,-2.403617,-4.903717,-3.743545,-0.485376
-0.880091,0.447087,-0.978431,0.759097,2.524258,1.519201,-2.206807,-0.658732,1.409254,-2.148741,-2.481999,1.253493,0.038801,2.382745,-2.928435,1.244929,1.097251,1.166949,-1.784955,-0.878472,-0.122256,-0.888441,0.279854,1.033144,-1.318493,-0.441840,4.615262,-0.324361,-1.103035,-2.334959,-0.388682,0.490412,1.933816,1.378643,2.018679,-1.531243,1.167657,0.472842,-2.173821,-2.899212,0.320670,0.916290,-2.252237,-0.775623,-0.340135,1.184002,-0.542230,1.260156,0.110665,0.896450,-0.353292,-2.316384,2.384793,0.545050,-1.487489,-1.266373,-0.632724,0.136754,-0.904654,-0.290180,-3.121147,1.857173,1.483080,3.162125,0.194352,0.371632,2.525706,-2.081019,-0.570505,0.647686,1.090002,-1.041330,-0.443940,-1.003341,-3.345500,0.172900,-0.986080,-0.347860,-2.619584,1.307213,2.053855,-1.703394,-0.513311,-0.892799,0.381712,1.308248,0.169744,0.029204,0.447729,-0.479631,2.492735,1.211443,2.333294,0.532988,-1.145966,-0.737521,-0.667763,0.299522,0.986818,-1.372869,0.145710,-0.672347,-0.891250,0.582974,-1.725571,1.321931,-1.035308,-0.226704,1.321844,4.009655,-0.439580,0.791720,1.006324,2.990416,-0.449235,-1.296903,0.019319,0.301525,-1.289544,1.450008,0.278647,5.210740,2.771897,0.111828,1.302790,-0.313884,-2.153216,-0.745899,0.759446,0.567730,0.173160,0.309185,0.984829,-4.542333,5.044701,5.717320,-0.154376,1.216775,-1.404272,1.678915,1.121568,-2.752295,1.910821,0.374405,-0.841448,4.027691,1.725856,-1.837223,1.463576,-1.415166,-0.486034,-1.547012,0.807134,0.512142,-3.383629
2.567047,-0.892587,-2.086574,-3.392868,-3.722597,3.072367,1.515763,1.409254,0.413091,1.305122,0.227105,-0.040739,-4.077979,1.828222,2.211170,-2.632911,-4.054423,2.660550,-0.964997,-1.063265,-0.045031,2.388430,-2.096686,0.621505,3.256554,1.204402,1.960949,-0.192216,2.008472,-1.189448,-0.076071,0.303070,0.239628,1.619630,0.035414,0.185491,-1.046356,1.772610,-0.727864,-3.063364,-0.272811,-1.685262,0.133182,3.560816,-1.211255,1.371250,1.021111,2.809634,6.002792,1.568980,2.444678,-1.905381,3.827659,2.932322,0.842358,-1.198417,-1.709861,0.647659,-1.502342,0.675227,-0.018296,-0.403484,-2.225901,3.223644,3.558761,-3.321879,0.939301,-3.076817,-0.049050,0.951744,0.036542,-0.368629,0.269185,-1.597578,-1.451788,-0.704633,-0.357418,-0.772171,0.152019,0.272362,-1.197999,1.007769,1.590984,-2.065301,-3.807344,-0.158418,1.639934,2.487800,1.150827,1.342064,0.835083,0.502520,-1.345059,-1.284485,-0.410217,-1.479961,-0.284233,0.882428,0.383177,-1.915028,-1.139599,-0.534959,-0.048772,-1.145000,-0.641565,0.117019,0.960550,-0.822264,2.415258,1.820462,-0.082454,0.156428,0.467507,0.826567,-1.317709,-1.522078,-0.760583,0.107578,2.863282,0.063741,2.334756,-3.940193,4.813042,2.353065,7.423247,0.768513,3.483273,-0.463338,-2.340628,0.758756,-0.616968,2.603268,-0.106561,-2.145270,5.071258,2.187341,1.109717,0.277339,-0.603026,2.153539,-5.516828,-3.318103,-0.669640,-0.595335,1.916024,1.572185,-1.308305,1.600744,3.204340,-0.845491,0.668629,-2.114936,-3.758989,0.531212,-2.562623
0.828941,-0.429516,0.018640,-0.513356,-1.786175,2.650127,0.073107,-2.148741,1.305122,-1.388226,0.981620,-2.258238,-2.929238,0.518763,1.401428,-0.507564,-1.376058,1.561669,-1.867589,-1.085442,1.739336,1.536035,-1.499798,-0.647398,-2.076007,-2.757771,-0.590751,1.811047,2.557623,0.425964,0.196735,1.580716,0.070708,0.942470,-0.770195,-0.143765,5.410626,-1.234607,-2.939285,-1.156398,-1.752092,-0.423752,4.193958,1.931208,-1.233533,-1.986336,-1.779154,-0.727716,-0.682603,1.285988,-1.391326,1.853990,-0.146801,-2.333784,0.020035,0.497665,1.820602,1.253774,-0.146545,0.533574,-0.481001,-0.214227,1.019825,-0.089883,-4.669849,1.055181,-1.022400,5.196458,1.876364,-1.598085,-0.054337,1.507307,0.206215,1.245387,-2.108171,-2.179883,0.840691,-0.049904,0.172664,-1.593422,2.538962,1.355609,-2.621058,2.325032,0.914000,-0.571749,0.067982,-1.384363,-0.361084,2.851610,-3.482714,-0.201093,-1.911947,1.047811,-0.823483,-1.304311,-0.181759,-0.367927,-0.030951,0.386626,0.237523,0.231272,0.032433,-1.490300,-0.025701,0.403358,0.317299,-0.332732,-1.802521,-2.352044,0.735884,-0.503605,0.924472,-0.914656,1.341836,1.212844,0.660805,2.545471,0.619489,-1.177530,-1.088915,2.368964,-2.808223,-8.213343,-5.506256,-1.565424,-0.081255,-2.599412,-0.162123,-0.416153,0.203968,0.956730,0.773464,-1.211427,0.834702,1.606303,-0.307630,2.427347,1.162952,0.537129,4.694819,-1.409931,2.672691,1.140298,-1.323395,-0.144639,-0.561046,-2.182982,-3.568444,2.763293,-0.921952,0.308030,5.536610,-0.231843,-0.476406
