-0.000062,-0.000059,-0.000001,-0.000009,0.000009,-0.000011,-0.000073,-0.000068,0.000001,-0.000002,-0.000040,-0.000017,0.000070,0.000036,-0.000001,-0.000036,0.000083,0.000087,-0.000015,-0.000033
0.000868,0.001414,0.000076,0.000208,-0.000063,-0.000023,0.003181,0.002562,0.000905,0.001007,0.001373,0.001557,0.002227,0.002909,0.001382,0.001019,0.000067,-0.000020,0.000704,0.000493
0.000502,0.001009,0.000069,0.000157,-0.000053,-0.000022,0.002900,0.002329,0.000939,0.001072,0.001237,0.001553,0.003105,0.003631,0.001562,0.000858,0.000056,-0.000013,0.000411,0.000503
0.000279,0.000597,0.000044,0.000095,-0.000042,-0.000023,0.001784,0.001401,-0.000313,-0.000147,0.000790,0.000998,0.002139,0.002411,0.001039,0.000525,0.000019,0.000009,0.000272,0.000275
-0.000079,-0.000073,-0.000004,-0.000009,-0.000002,0.000004,-0.000088,-0.000084,0.000009,0.000008,-0.000051,-0.000020,0.000090,0.000052,-0.000000,-0.000042,0.000036,0.000039,-0.000014,-0.000045
0.000359,0.000332,0.000016,0.000044,0.000021,-0.000036,0.000431,0.000451,0.000002,0.000014,0.000263,0.000130,-0.000277,-0.000136,0.000051,0.000190,0.000002,-0.000014,0.000123,0.000164
0.000229,0.000212,0.000010,0.000027,-0.000002,-0.000009,0.000275,0.000287,-0.000045,-0.000042,0.000170,0.000083,-0.000169,-0.000080,0.000036,0.000121,0.000016,0.000008,0.000083,0.000099
0.052989,-0.044654,-0.009295,0.003697,-0.001024,0.001035,0.011068,-0.015111,0.001077,-0.000062,0.039941,-0.043238,-0.006983,-0.019161,0.017108,-0.015658,-0.000557,0.000612,-0.149707,0.154961
0.204483,-0.223875,-0.038175,0.010517,-0.005951,0.005253,0.137166,-0.149024,0.127569,-0.117753,-0.013289,0.200051,0.079185,-0.153799,-0.196333,0.152872,0.002139,0.001843,0.180992,-0.183340
0.156711,-0.154486,-0.030298,0.011087,-0.004559,0.004318,0.063057,-0.080815,-0.021090,0.056820,0.042150,-0.014084,0.001318,-0.083802,-0.039247,0.018818,0.000592,0.001703,0.026116,-0.092531
0.095618,-0.131271,-0.306268,0.254974,-0.512591,0.495615,0.009113,-0.006944,0.010629,-0.001980,0.109963,-0.062358,0.092965,-0.093523,0.077820,-0.092688,0.206041,0.208950,0.015983,-0.012715
-0.013447,0.050449,0.354589,-0.369815,-0.184188,0.190164,-0.037162,0.038901,-0.029922,0.027702,-0.028910,0.016449,-0.027490,0.031437,-0.027902,0.016946,0.463693,0.477567,-0.029609,0.019908
-0.019047,0.050483,0.320493,-0.352900,-0.435296,0.480557,-0.025684,0.027988,0.040927,-0.043317,-0.026303,0.019354,-0.022746,0.029949,-0.018747,0.033097,-0.266443,-0.271369,-0.015647,0.022431
