-392376621.732926,309061202.064561,-315377584.179886,316132516.614314,-362721152.752020,305326680.534668,-1061893039.576757,1054302214.423332,1875049065.497170,-1758185888.777269,-906864571.763626,-157470147.247282,-1489703846.678927,1648403982.598774,-1062842504.953620,1299403069.530030,1431721088.721802,1422361989.342897,391815581.558892,234359471.849828
-126395103.785284,-22989930.650466,-744519843.029746,868221317.254215,1657334012.035632,-1693516885.508446,-3024257469.916667,2763687192.548724,-1480766715.516382,1027984954.380470,-1467014890.664122,-678003269.654752,-3011415827.659335,3091473069.246066,-1831040444.870941,2437247263.818192,-288052532.594115,-341365118.403412,-296356742.335370,406640481.950050
-3196491586.895782,3360113846.867926,47617739.073928,343948560.625654,-579003081.246002,350065553.956880,6781966628.843307,-5578955587.200686,13837215567.243954,-11538298175.274698,2039327291.444522,4054245199.208380,7359145970.308237,-7158255867.450370,3538916938.239466,-5205499823.805997,3278363084.871548,3405959238.016534,-354676333.509264,2038319014.668090
1606352041.183812,-1777470147.779943,-372029336.618320,95844975.221027,-523617320.047196,622406683.451449,-4419061832.898928,3687211804.331063,-7488115600.852073,6147501601.401216,-1853738904.703799,-2446571031.657905,-5319159168.002105,5287203257.703585,-2798120855.550406,3925562167.738842,-1001679740.724044,-1078809418.970695,597577427.710325,-1324145713.814611
-772336952.835452,772049275.157889,-290754248.885522,417054079.595827,245613602.943453,-289839231.978558,1153348005.619693,-971188331.534615,1499211386.476656,-1212188816.419549,256755824.648140,889415280.626749,1298959324.255544,-1314616641.799783,625422269.842191,-916089529.434937,-56367519.138891,-40995037.806670,-314266231.369645,376700696.570512
-1728137176.064289,1635692162.567039,-848406207.138382,1226373629.260250,2217590692.595859,-2415887813.823712,-289401996.840427,685500064.385079,7456527400.105429,-6572519698.917134,-800425714.151697,1133807553.312655,-83317573.388454,423350853.100915,-617038321.219863,541599551.661951,2118366560.207382,2115217318.743709,-160288472.899840,1681851562.444949
248727952.751444,-289881311.576971,72959506.503753,-195990943.558292,-917648221.170877,901891804.135637,-1051710176.011953,968855698.896088,836948772.149761,-853259116.957749,-668290739.902870,-654137252.258950,-1605634054.893822,1736178989.443361,-985700153.253382,1269539012.405516,1452607430.544367,1446186613.368636,729197009.719949,-245527562.899334
-471081612.907413,377366750.382922,-542938207.279317,633886038.587092,568943959.060905,-621720631.141930,-1168439255.349912,1131250176.001697,731317802.125948,-750221367.900422,-854540645.237313,-31678410.973089,-1334576714.125095,1431715941.784724,-929092795.789782,1164308793.131607,418377407.990867,397097433.748891,7379760.754922,327852966.501675
-862672478.215300,796654135.545979,-781859930.673206,909386154.307337,68571181.694064,-87685300.675593,837691089.451345,-822844166.694587,-1739079106.818974,1591554496.554066,-56583918.623218,902458810.958152,819511383.130522,-972035532.344432,415460667.200014,-603063884.796991,-1338196005.146708,-1336954016.684608,-636632857.216357,20145235.595889
200096339.884720,-113904238.946259,580151856.087969,-639700092.584284,-493664351.630834,515268205.797477,832353738.239647,-722573317.469623,1353196481.768894,-1097863110.543236,601117181.614244,65837239.936042,1001093224.189201,-991192925.639547,632039277.467038,-828149823.027163,476418967.421606,495639022.470173,157565962.638689,31147464.032741
-125865966.870120,122138508.022461,-161908400.533890,50993346.464253,-1693199368.119037,1674571161.248617,1593897459.873254,-1475414204.925808,861267267.489757,-642269611.670912,222560189.618526,223769900.859636,758520887.011506,-715074604.418709,425849018.435225,-610441460.106135,641612666.904378,658375026.149217,941795460.636643,-828226820.846365
-145315477.952091,41581372.660406,-650747154.973279,741414783.403861,982200077.015547,-974689100.738905,-1575116978.076480,1341443125.204278,-3198378609.179304,2664312625.288003,-770459642.283985,-172018688.073545,-1451239233.843179,1355495323.093975,-836369068.059080,1142608010.728846,-1357452856.445964,-1389679039.679241,-683280766.516847,131294767.589328
-593550877.226120,578490566.411520,-349883587.189380,449160100.919787,198731096.091458,-230124139.955718,857340199.611754,-753622494.586164,387006856.410121,-268776850.788572,145814746.527528,683121270.789676,917938171.651425,-961423833.462838,451241820.346857,-655985838.315230,-329666045.683788,-320106291.755765,-294569077.540283,178576756.530698
-672375209.859762,697187498.591182,-102655997.277074,263705222.130666,833921902.951192,-860439990.771047,832858147.496844,-681764950.735739,1022878522.849115,-809582676.538323,387564595.308601,873384832.104822,1399126222.012058,-1463661358.388687,720787666.904776,-1014122755.611056,-425782226.502002,-410452252.544561,-757984559.430120,687481448.951376
1414231944.829124,-1539862352.020455,-135019808.256361,-69330378.707992,62931363.168630,12961362.814803,-4026016626.360703,3451942966.187860,-5083337039.517130,4091442786.559155,-1545760441.792502,-2146251638.500842,-4573445250.084544,4612894230.842511,-2445680358.447278,3422985810.879955,-507273699.272886,-575072045.388241,477523042.105264,-800826586.954063
-2533534663.315193,2754953236.993879,193842641.895136,180437365.656081,-30530363.109429,-99025282.404371,7185792083.578255,-6184628143.346866,8480271282.856040,-6783426388.145315,2778065662.436077,3867097661.272689,8213956025.924832,-8320669441.097836,4415290731.983919,-6165907120.210830,616262962.624677,736625874.974535,-986887783.181356,1417118120.438136
-3695576390.795558,3940300476.091730,-34267980.121618,602413169.958013,427551885.295997,-635356209.289661,8956851165.477562,-7606347783.384946,12317668545.088963,-9983620550.338383,3248376659.389476,5214793309.259578,10304746102.673393,-10363075754.788437,5383839705.286920,-7603586684.093288,1132858643.861029,1281534790.218568,-1361208854.376032,2218209479.147956
7195585092.601620,-7772450679.950664,-332601832.708415,-743705713.213226,-198560993.010239,575251696.677847,-19427212852.205345,16662898531.366047,-23860509556.729427,19153804573.439156,-7372036294.195648,-10712950573.547491,-22251365415.168293,22501550872.964523,-11868116611.425152,16624165848.578754,-1804764581.467453,-2128496039.343854,2773174074.436175,-4099765543.732297
4127003839.896836,-4300242518.750803,481805938.682068,-1150230385.412031,-1114232175.676273,1359728629.796074,-8098503103.386142,6764314427.796628,-12833113309.855539,10507358594.236372,-2648088763.423715,-5315698567.903198,-9462869526.041510,9458727127.455627,-4760455516.494949,6828109467.402801,-1176946145.103982,-1308207787.312835,1557238024.494237,-2605240932.874568
-34334155.539627,308413894.722683,1291902512.137912,-1387987068.639790,-1748317121.143295,1754293713.551748,5153974865.322459,-4572935941.644750,4963649255.378607,-3898582936.084744,2571651652.861028,1338699688.847326,5409773543.577346,-5447439974.554833,3196390037.536628,-4293954352.565028,1230900702.586363,1326109284.087816,468615049.161271,-156899778.454814
